faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,Tilburg University,410124,ECONOMICS FOR INTERNATIONAL STUDENTS,6,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,University of Canterbury,MGMT208,PRINCIPLES OF LEADERSHIP,15,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Canterbury,FINC312,DERIVATIVE SECURITIES,15,,,,FIN3116,Options and Futures,4,,,
NUS Business School,University of Canterbury,FINC305,FINANCIAL MODELLING,15,,,,FIN3130,Financial Modelling,4,,,
NUS Business School,University of Canterbury,MKTG201,MARKETING MANAGEMENT,15,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,University of Canterbury,FINC201,BUSINESS FINANCE,15,,,,FIN2004,Finance,4,,,
NUS Business School,University of Canterbury,FINC308,APPLIED FINANCIAL ANALYSIS AND VALUATION,15,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,University of Canterbury,MKTG204,CONSUMER BEHAVIOUR,15,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,University of Canterbury,FINC344,INTERNATIONAL FINANCE,15,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,University of Canterbury,FINC302,APPLIED CORPORATE FINANCE,15,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,University of Canterbury,MGMT303,MANAGING EMPLOYMENT,15,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,University of Canterbury,MGMT321,ENTREPRENEURSHIP AND SMALL BUSINESS DEVELOPMENT,15,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,University of Canterbury,FINC203,"FINANCIAL MARKETS, INSTITUTIONS AND INSTRUMENTS",15,,,,FIN3103,Financial Markets,4,,,
NUS Business School,The University of Auckland,MKTG201,MARKETING MANAGEMENT,15,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,The University of Auckland,MKTG301,MARKETING STRATEGY,15,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,The University of Auckland,FIN351,ADVANCED FINANCIAL MANAGEMENT,15,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,The University of Auckland,FIN251,FINANCIAL MANAGEMENT,15,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,The University of Auckland,ACCTG371,FINANCIAL STATEMENT ANALYSIS,15,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,The University of Auckland,MKTG303,BUYER BEHAVIOUR,15,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,The University of Auckland,FIN261,INTRODUCTION TO INVESTMENTS,15,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,The University of Auckland,FINANCE383,BANKING AND FINANCIAL INSTITUTIONS: SPECIAL TOPIC,15,,,,FIN3117,Bank Management,4,,,
NUS Business School,The University of Auckland,FINANCE361,Modern Investment Theory and Management,15,,,,FIN4112K,SIF:App Portfolio Mgt Techniq,4,,,
NUS Business School,The University of Auckland,BUSINESS304,Strategic Management,15,,,,BSP3001,Strategic Management,4,,,
NUS Business School,University of Otago,FINC201,FUNDAMENTALS OF CORPORATE FINANCE,18,,,,FIN2004,Finance,4,,,
NUS Business School,University of Otago,ACCT222,COST AND MANAGEMENT ACCOUNTING,18,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,University of Otago,MANT331,LEADERSHIP AND ETHICS,18,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,University of Otago,BSNS105,MANAGEMENT AND ORGANISATIONS,18,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,University of Otago,FINC202,INVESTMENT ANALYSIS AND PORTFOLIO MANAGEMENT,18,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,University of Otago,MANT211,"ORGANIZATION, STRATEGY AND SOCIETY",18,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,University of Otago,BSNS101,ACCOUNTING & FINANCIAL INFORMATION,18,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,University of Otago,MART112,MARKETING MANAGEMENT,18,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,University of Otago,MANT439,MANAGEMENT IN ASIA,18,,,,MNO4313B,SIMHC:Cultr & Mgt in Asia,4,,,
NUS Business School,University of Otago,FINC310,FIXED-INCOME SECURITY ANALYSIS,18,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,University of Otago,MART326,INTERNATIONAL AND EXPORT MARKETING,18,,,,MKT2412,Global Marketing,4,,,
NUS Business School,University of Otago,MART329,CONSUMER BEHAVIOUR,18,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,University of Otago,MART301,STRATEGIC MARKETING MANAGEMENT,18,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,University of Otago,MANT406,TOPIC IN INDUSTRIAL RELATIONS,36,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4
NUS Business School,University of Otago,MART202,PRODUCT AND BRAND MANAGEMENT,18,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,University of Otago,FINC305,INTERNATIONAL FINANCIAL MANAGEMENT,18,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,University of Otago,MANT214,PERSONNEL/HUMAN RESOURCE MANAGEMENT,18,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,University of Otago,FINC303,FINANCIAL MANAGEMENT,18,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,University of Otago,MANT339,HUMAN RESOURCE DEVELOPMENT,18,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,University of Otago,MANT410,BUSINESS POLICY,36,,,,BSP3001,Strategic Management,4,MNO3313,Topics in Leadership and Human,4
NUS Business School,University of Otago,MART311,STRATEGIC MARKETING MANAGEMENT,18,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,University of Otago,MANT215,ORGANISATION(AL) BEHAVIOUR,18,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,University of Otago,MANT358,SPECIAL TOPIC,18,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,University of Otago,MART307,MARKETING RESEARCH METHODS,18,,,,MKT2413,Marketing Research,4,,,
NUS Business School,University of Otago,MART312,PRODUCT AND BRAND MANAGEMENT,18,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,University of Otago,MANT212,OPERATIONS MANAGEMENT,18,,,,DSC2006,Operations Management,4,,,
NUS Business School,University of Otago,FINC302,APPLIED INVESTMENTS,18,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,University of Otago,MANT341,MANAGEMENT IN ASIA(PACIFIC),18,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Otago,MANT359,SPECIAL TOPIC,18,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Otago,MANT344,ISSUES IN PERSONNEL,18,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Otago,MANT333,TOTAL QUALITY MANAGEMENT,18,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,University of Otago,MANT343,LABOUR NEGOTIATIONS AND DISPUTE RESOLUTION,18,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,University of Otago,MART328,BUSINESS TO BUSINESS MARKETING,18,,,,MKT3416,Business-to-Business Marketing,4,,,
NUS Business School,University of Otago,MANT213,INDUSTRIAL RELATIONS,18,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,University of Otago,MART207,SPORTS MARKETING,18,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,University of Otago,MART325,SERVICES MARKETING,18,,,,MKT3412,Services Marketing,4,,,
NUS Business School,University of Otago,FINC403,STUDIES IN CAPITAL MARKETS,36,,,,FIN3120Y,Topic in Finance,4,FIN3120X,Topic in Finance,4
NUS Business School,University of Otago,MANT222,INTERPERSONAL/INTERNATIONAL BUSINESS COMMUNICATION,18,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,University of Otago,MANT330,LEADERSHIP,18,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,University of Otago,MANT217,INTERNATIONAL MANAGEMENT,18,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,University of Otago,ACCT102,PRINCIPLES OF ACCOUNTING,18,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,University of Otago,ACFI201,CORPORATE FINANCIAL DECISIONS,18,,,,FIN2004,Finance,4,,,
NUS Business School,University of Otago,MMART203,PRICING AND DISTRIBUTION MANAGEMENT,18,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,University of Otago,BSNS103,MARKETING AND CONSUMPTION,18,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,University of Otago,MANT338,STRATEGIC MANAGEMENT,18,,,,BSP3001,Strategic Management,4,,,
NUS Business School,University of Otago,MART305,SOCIETAL ISSUES IN MARKETING,18,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,University of Otago,FINC203,BUSINESS/FINANCIAL DATA ANALYSIS,18,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,University of Otago,FINC306,DERIVATIVES,18,,,,FIN3116,Options and Futures,4,,,
NUS Business School,University of Otago,MANT332,INTERNATIONAL MANAGEMENT,18,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Otago,ACCT310,FINANCIAL STATEMENT ANALYSIS/ISSUES IN FINANCIAL REPORTING,18,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,University of Otago,MART201,INTEGRATED MARKETING COMMUNICATION,18,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,University of Otago,MART306,INNOVATION AND NEW PRODUCT DEVELOPMENT,18,,,,TR3001,New Product Development,4,,,
NUS Business School,University of Otago,BSNS108,BUSINESS FINANCE,18,,,,FIN2004,Finance,4,,,
NUS Business School,University of Otago,MANT303,ENTREPRENEURSHIP,18,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,University of Otago,FINC308,FINANCIAL ECONOMETRICS,18,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,University of Otago,MANT334,Operations Management Strategy,18,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,University of Otago,MART203,Pricing And Distribution Management,18,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,BXT3041,Business Exchange Topic,4
NUS Business School,University of Otago,MANT334,Operations Management Strategy,18,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,MNO3313,Topics in Leadership and Human,4
NUS Business School,University of Otago,MANT251,Managing Organisation,18,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,University of Otago,MANT439,Management In Asia,18,,,,MNO4313,Seminars in Leadership and Hum,4,,,
NUS Business School,University of Otago,BSNS104,Principles of Economics I,18,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Victoria University of Wellington,MARK302,INTERNATIONAL MARKETING,15,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Victoria University of Wellington,MGMT101,INTRODUCTION TO MANAGEMENT,15,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Victoria University of Wellington,MARK202,BUYER BEHAVIOUR,15,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Victoria University of Wellington,FINA201,INTRODUCTION TO CORPORATE FINANCE,15,,,,FIN2004,Finance,4,,,
NUS Business School,Victoria University of Wellington,MARK201,MARKETING MANAGEMENT,15,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Victoria University of Wellington,ACCY223,MANAGEMENT ACCOUNTING,15,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Victoria University of Wellington,MARK301,MARKETING COMMUNICATIONS,15,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,Victoria University of Wellington,ACCY306,FINANCIAL STATEMENT ANALYSIS,15,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Victoria University of Wellington,IBUS301,INTERNATIONAL MANAGEMENT,15,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Victoria University of Wellington,MARK315,SERVICES MARKETING,15,,,,MKT3412,Services Marketing,4,,,
NUS Business School,Victoria University of Wellington,MARK203,MARKET RESEARCH,15,,,,MKT2413,Marketing Research,4,,,
NUS Business School,Victoria University of Wellington,ECON202,OPEN ECONOMY MACROECONOMICS,15,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Victoria University of Wellington,MGMT320,CURRENT ISSUES IN MANAGEMENT,15,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Victoria University of Wellington,MARK101,PRINCIPLES OF MARKETING,15,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,Victoria University of Wellington,GDBA822,MARKETING MANAGEMENT,15,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Victoria University of Wellington,FINA301,CORPORATE FINANCE,15,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Victoria University of Wellington,ELCM211,FOUNDATIONS OF E-COMMERCE,15,,,,DSC3211,Internet For E-Business,4,,,
NUS Business School,Victoria University of Wellington,COML203,LEGAL ENVIRONMENT OF BUSINESS,15,,,,BSP1004,Legal Environment Of Business,4,,,
NUS Business School,Victoria University of Wellington,ECON130,ECONOMIC PRINCIPLES AND ISSUES,15,,,,BSP1005,Managerial Economics,4,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4
NUS Business School,Victoria University of Wellington,MGMT205,STRATEGIC MANAGEMENT,15,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Victoria University of Wellington,FINA101,FINANCE FOR BUSINESS,15,,,,FIN2004,Finance,4,,,
NUS Business School,BI Norwegian Business School,ELE3771,Purchasing,7.5,,,,DSC3202,Purchasing & Materials Mgmt,4,,,
NUS Business School,BI Norwegian Business School,EXC3652,Port Management,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,BI Norwegian Business School,EXC3525,Macroeconomics,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,BI Norwegian Business School,EXC3611,International Finance,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,BI Norwegian Business School,ELE3750,Financial analysis and valuation,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,BI Norwegian Business School,EXC3505,Strategy,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,BI Norwegian Business School,EXC3622,Branding,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,BI Norwegian Business School,ELE3721,Place Management,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,BI Norwegian Business School,ELE3766,Social Networks and Communities,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,BI Norwegian Business School,EXC3602,International Marketing,7.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,BI Norwegian Business School,ELE3732,"Financial Bubbles, Crashes and Crises",7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,BI Norwegian Business School,NSA2521,Shipping Management,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,BI Norwegian Business School,EXC3612,Investment Analysis,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,BI Norwegian Business School,FIN3610,Financial Investment Analysis,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,BI Norwegian Business School,FINANCEEXC3670,Financial Markets and Institutions,1,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,BI Norwegian Business School,EXC3671,Corporate Finance,7.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,BI Norwegian Business School,EXC3670,Financial Markets and Institution,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,BI Norwegian Business School,ELE3732,"FINANCIAL BUBBLES, CRASHES AND CRISES",7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,BI Norwegian Business School,ELE3706,PERSUASION AND DIALOGUE FOR LEADERS,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,BI Norwegian Business School,EXC2110,BASIC FINANCIAL MANAGEMENT,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,BI Norwegian Business School,FIN3510,FINANCIAL MARKETS,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,BI Norwegian Business School,EXC3612,INVESTMENT ANALYSIS,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,BI Norwegian Business School,EXC2953,ORGANIZATIONAL BEHAVIOUR AND MANAGEMENT,7.5,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,BI Norwegian Business School,EXC2123,BUSINESS RESEARCH METHODS,7.5,,,,MKT2413,Marketing Research,4,,,
NUS Business School,BI Norwegian Business School,EXC3602,INTERNATIONAL MARKETING,7.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,BI Norwegian Business School,NSA2521,SHIPPING MANAGEMENT,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,BI Norwegian Business School,EXC3622,BRANDING,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,BI Norwegian Business School,EXC3600,STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,BI Norwegian Business School,EXC3613,RISK MANAGEMENT WITH DERIVATIVES,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,BI Norwegian Business School,ELE3721,PLACE MANAGEMENT,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,BI Norwegian Business School,EXC3621,MARKET COMMUNICATION,7.5,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,BI Norwegian Business School,FIN3610,FINANCIAL INVESTMENT ANALYSIS,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,BI Norwegian Business School,ELE3701,INNOVATION AND ENTREPRENEURSHIP,7.5,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,BI Norwegian Business School,ELE3716,ORGANIZATION AND CHANGE,7.5,,,,MNO3320,Managing Change,4,,,
NUS Business School,BI Norwegian Business School,EXC3623,PRODUCT PLANNING,7.5,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,BI Norwegian Business School,FIN3512,CORPORATE FINANCE,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,BI Norwegian Business School,EXC3611,INTERNATIONAL CORPORATE FINANCE,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,BI Norwegian Business School,ELE3746,TACTICAL MARKETING,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,BI Norwegian Business School,ELE3766,SOCIAL NETWORKS AND COMMUNITIES,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,BI Norwegian Business School,SHI3613,INTERNATIONAL LOGISTICS,7.5,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,BI Norwegian Business School,EXC3505,STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,BI Norwegian Business School,FIN3633,INTERNATIONAL FINANCIAL MANAGEMENT,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,BI Norwegian Business School,ELE3767,CONSUMER BEHAVIOR,7.5,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,BI Norwegian Business School,ELE3777,BRANDING,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,BI Norwegian Business School,EXC3630,INTERNATIONAL OPERATIONS MANAGEMENT,7.5,,,,DSC3222Z,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,BI Norwegian Business School,EXC2122,STRATEGIC MANAGEMENT ACCOUNTING,7.5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,BI Norwegian Business School,EXC3452,FINANCIAL REPORTING AND ANALYSIS,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,BI Norwegian Business School,ELE3773,SERVICE MARKETING,7.5,,,,MKT3412,Services Marketing,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB425,CHINESE CHALLENGES,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR402,METHODOLOGY FOR MASTER THESIS,7.5,,,,MNO4312,Research Methods In Mgt & Org,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM421,MANAGING CORPORATE REPUTATION,7.5,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM402,BRAND EQUITY AND PRICING,7.5,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ENE422,FINANCIAL ASPECTS OF ENERGY AND COMMODITY MARKETS,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE433,INTERNATIONAL FINANCE,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA024,INTRODUCTORY APPLIED FINANCE,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA038,INTRODUCTORY MATHEMATICAL FINANCE,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM420,BRAND STRATEGY,7.5,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS403,SUPPLY CHAIN MANAGEMENT,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE400,INVESTMENTS,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO403,TIME SERIES ANALYSIS & PREDICTION,7.5,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE437,M&A AND VALUATION,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB422,INTERNATIONAL STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA021,FRONTIERS OF BUSINESS ETHICS: MORAL ISSUES IN BUSINESS PRACTICES,7.5,,,,MNO3331,Business with a Social Conscie,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR421,COMPETITIVE STRATEGY,7.5,,,,BSP4511,Industry & Competitive Analys,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR420,BUSINESS LOCATIONS DECISIONS,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE435,APPLIED FINANCES,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS437,"VALUATION, FINANCIAL ANALYSIS AND ACCOUNTING",7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM400,RESEARCH FOR BRAND DECISIONS,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA027,QUANTITATIVE RISK MANAGEMENT,7.5,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE402,CORPORATE FINANCE,7.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS430,ADVANCED VALUATION/FINANCIAL ACCOUNTING AND CAPITAL MARKETS,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS400,MANAGEMENT CONTROL,7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA023,APPLIED MACROECONOMICS,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE442,GROWTH AND ARCHITECTURE OF FINANCIAL SYSTEMS,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB423,INTERNATIONAL MARKETING,7.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO426,"GLOBALIZATION, FIRM BEHAVIOR, AND PUBLIC POLICY/STRATEGIC FIRM BEHAVIOR IN A GLOBAL SETTING",7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE434,BEHAVIORAL FINANCE & WEALTH MANAGEMENT,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB400,INTERNATIONAL ORGANIZATION AND MANAGEMENT,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM424,INTEGRATED MARKETING COMMUNICATION,7.5,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA032,FINANCIAL MARKETS & FINANCIAL INSTITUTIONS,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB421,INTERNATIONAL BUSINESS & NON-BUSINESS ACCOUNTING,7.5,,,,FIN3114,Global Financial & Acct Issues,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB401,INTERNATIONAL TRADE & MACROECONOMICS,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR438,LEADERSHIP AND LEADER PSYCHOLOGY,7.5,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA025,CONSUMER PSYCHOLOGY,7.5,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO402,ECONOMETRIC TECHNIQUES,7.5,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA041,TRADING AND MARKET MICROSTRUCTURE,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM428,PRODUCT DESIGN AND SERVICE INNOVATION,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MGT1200,INTERNATIONAL STRATEGY / ORGANIZATION AND MANAGEMENT,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM427,DISTRIBUTION CHANNELS & B2B MARKETING,7.5,,,,MKT3414,Marketing Channels,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO425,INTERNATIONAL MACROECONOMICS,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
